groupCoCd,text,그룹회사코드,그룹회사코드,그룹회사코드,,
acno,text,계좌번호,계좌번호,계좌번호,,
bnkbkWrdsPtrnDstcd,text,통장문구유형구분,통장문구유형구분,통장문구유형구분,,
guidWrdsIdnfr,text,안내문구식별자,안내문구식별자,안내문구식별자,,
guidWrdsSerno,decimal,안내문구일련번호,안내문구일련번호,안내문구일련번호,0,
valdTypngStartYmd,text,유효인자시작년월일,유효인자시작년월일,유효인자시작년월일,,
valdTypngEndYmd,text,유효인자종료년월일,유효인자종료년월일,유효인자종료년월일,,
ntrcRmainAlotTypngYn,text,미기잔여분인자여부,미기잔여분인자여부,미기잔여분인자여부,,
guidWrdsCtnt,text,안내문구내용,안내문구내용,안내문구내용,,
custGrdQulfiAdjsYm,text,고객등급자격조정년월,고객등급자격조정년월,고객등급자격조정년월,,
custGrdQulfiEndYmd,text,고객등급자격종료일,고객등급자격종료일,고객등급자격종료일,,
bdayWrdsFactorYr,text,생일문구인자년,생일문구인자년,생일문구인자년,,
scripSavnAnticiIntTypngYmd,text,예상이자인자년월일,예상이자인자년월일,예상이자인자년월일,,
scripSavnIncmDdctnTypngYmd,text,소득공제인자년월일,소득공제인자년월일,소득공제인자년월일,,
instypFlxblIrtTypngYmd,text,변동이율인자년월일,변동이율인자년월일,변동이율인자년월일,,
kngrBIsurncGuidWrdsTypngYmd,text,보험문구인자년월일,보험문구인자년월일,보험문구인자년월일,,
scripSavnBnkbkTypngIntCutamt,decimal,통장인자이자누계액,통장인자이자누계액,통장인자이자누계액,0,
sysLastPrcssYMS,text,시스템최종처리일시,시스템최종처리일시,시스템최종처리일시,,
sysLastUno,text,시스템최종사용자번호,시스템최종사용자번호,시스템최종사용자번호,,
